Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
AL BADA',25.225314485137428,55.26876791959561,Jumeirah Open Beach (الشاطئ المفتوح),25.224431945692693,55.254192352294915,Beach
AL BADA',25.225314485137428,55.26876791959561,La Cantine du Faubourg,25.217305051345583,55.28258915716694,French Restaurant
AL BADA',25.225314485137428,55.26876791959561,Ninive,25.217213332549683,55.28282957760296,Restaurant
AL BADA',25.225314485137428,55.26876791959561,Train Beach Club,25.23359,55.259627,Gym Pool
AL BADA',25.225314485137428,55.26876791959561,Cavalli Club,25.22665760084477,55.28371299099365,Nightclub
AL BADA',25.225314485137428,55.26876791959561,Amazonico Dubai,25.215337,55.282497,Brazilian Restaurant
AL BADA',25.225314485137428,55.26876791959561,voco Dubai,25.22342486834988,55.28211219959853,Hotel
AL BADA',25.225314485137428,55.26876791959561,Laguna Waterpark,25.230175295580242,55.25641840363329,Water Park
AL BADA',25.225314485137428,55.26876791959561,DailyDose Cafe,25.2183546968319,55.25293932973527,Coffee Shop
AL BADA',25.225314485137428,55.26876791959561,"The Ritz-Carlton, Dubai International Financial Centre",25.213067,55.279473,Hotel
AL BADA',25.225314485137428,55.26876791959561,Etihad Museum (متحف الإتحاد),25.240362953930195,55.26866630103725,Museum
AL BADA',25.225314485137428,55.26876791959561,Parlour Boutique,25.2218729247067,55.28572237546888,French Restaurant
AL BADA',25.225314485137428,55.26876791959561,Opa Dubai,25.22619019518118,55.284894281109906,Greek Restaurant
AL BADA',25.225314485137428,55.26876791959561,Flair No.5,25.213384660204646,55.279977975142984,Lounge
AL BADA',25.225314485137428,55.26876791959561,​Shanghai Me,25.21465748090661,55.2828722976227,Restaurant
AL BADA',25.225314485137428,55.26876791959561,Ravi's مطعم الراوي,25.233732,55.279042,Pakistani Restaurant
AL BADA',25.225314485137428,55.26876791959561,Fairmont Dubai,25.226205683822858,55.284713819929955,Hotel
AL BADA',25.225314485137428,55.26876791959561,Masti,25.225107591098908,55.254961625103896,Cocktail Bar
AL BADA',25.225314485137428,55.26876791959561,Talise Fitness,25.21741990577932,55.28381288154272,Gym / Fitness Center
AL BADA',25.225314485137428,55.26876791959561,Gaia,25.214189118617305,55.28258203805139,Greek Restaurant
AL BADA',25.225314485137428,55.26876791959561,Zaroob (مطعم زاروب),25.213480381586283,55.27759711167513,Middle Eastern Restaurant
AL BADA',25.225314485137428,55.26876791959561,La Petite Maison,25.213174600485242,55.28247389929357,French Restaurant
AL BADA',25.225314485137428,55.26876791959561,Zuma,25.213993038238613,55.28332255468385,Japanese Restaurant
AL BADA',25.225314485137428,55.26876791959561,Caribou Coffee,25.20983598430616,55.27340845895509,Coffee Shop
AL BADA',25.225314485137428,55.26876791959561,Four Seasons Hotel Dubai International Financial Centre,25.212701,55.282341,Hotel
AL BADA',25.225314485137428,55.26876791959561,The Sunken Garden,25.212092615824847,55.2800388413719,Hookah Bar
AL BADA',25.225314485137428,55.26876791959561,Teatro,25.21239221249751,55.27593560593037,Asian Restaurant
AL BADA',25.225314485137428,55.26876791959561,VOX Cinemas ڤوكس سينما,25.216371626899946,55.25286425138465,Multiplex
AL BADA',25.225314485137428,55.26876791959561,Brands For Less,25.238261436274914,55.273379713130154,Convenience Store
AL BADA',25.225314485137428,55.26876791959561,Mandarin Oriental Jumairah Beach,25.216960147110875,55.251149640457236,Resort
AL BADA',25.225314485137428,55.26876791959561,Sheraton Grand Hotel (فندق شيراتون جراند),25.2295309,55.2866728,Hotel
AL BADA',25.225314485137428,55.26876791959561,Rove Trade Centre,25.231847533481968,55.28584301899577,Hotel
AL BADA',25.225314485137428,55.26876791959561,CLAP,25.215239,55.282312,Japanese Restaurant
AL BADA',25.225314485137428,55.26876791959561,Starbucks (Drive Thru) (ستاربكس),25.239103172317524,55.271151526295924,Coffee Shop
AL BADA',25.225314485137428,55.26876791959561,1847 Grooming,25.217479302433077,55.28372923295854,Spa
AL BADA',25.225314485137428,55.26876791959561,Roberto's (روبيرتوز),25.21238520087236,55.28204077919322,Italian Restaurant
AL BADA',25.225314485137428,55.26876791959561,PLAY Restaurant & Lounge,25.230568575064222,55.286991262604104,Steakhouse
AL BADA',25.225314485137428,55.26876791959561,Bagatelle Dubai,25.226146713265173,55.284662945015945,French Restaurant
AL BADA',25.225314485137428,55.26876791959561,Luna Sky Bar,25.212649,55.282493,Cocktail Bar
AL BADA',25.225314485137428,55.26876791959561,Starbucks (ستاربكس),25.2108188,55.2584426,Coffee Shop
AL BADA',25.225314485137428,55.26876791959561,Starbucks (ستاربكس),25.209776659329115,55.27385253298647,Coffee Shop
AL BADA',25.225314485137428,55.26876791959561,MINA Brasserie,25.212688,55.282708,Diner
AL BADA',25.225314485137428,55.26876791959561,Cipriani,25.213707100329724,55.28273846559119,Italian Restaurant
AL BADA',25.225314485137428,55.26876791959561,Shangri-La Hotel,25.20805697295801,55.271963421569794,Hotel
AL BADA',25.225314485137428,55.26876791959561,The Sum Of Us,25.22966214868096,55.28604651989351,Café
AL BADA',25.225314485137428,55.26876791959561,The Boulevard (البوليفارد),25.217464063063584,55.28279954820977,Shopping Mall
AL BADA',25.225314485137428,55.26876791959561,The Roxy Cinemas,25.20718345820237,55.263502049756184,Movie Theater
AL BADA',25.225314485137428,55.26876791959561,avli by tashas,25.213140816151142,55.28245295179252,Greek Restaurant
AL BADA',25.225314485137428,55.26876791959561,Fitness First Platinum,25.213987282238985,55.2808349362985,Gym / Fitness Center
AL BADA',25.225314485137428,55.26876791959561,Zaatar W Zeit (زعتر و زيت),25.208603,55.272426,Lebanese Restaurant
AL BADA',25.225314485137428,55.26876791959561,Waldorf Astoria Dubai International Financial Centre (والدورف أستوريا مركز دبي المالي العالمي),25.21131,55.281272,Hotel
AL BADA',25.225314485137428,55.26876791959561,City Walk (سيتي ووك),25.207283979694353,55.26227901399227,Shopping Plaza
AL BADA',25.225314485137428,55.26876791959561,La Ville Hotel & Suites,25.20827849364073,55.260591298333566,Hotel
AL BADA',25.225314485137428,55.26876791959561,Marea,25.213731,55.283156,Restaurant
AL BADA',25.225314485137428,55.26876791959561,Urth Caffe (إيرث كافيه),25.208221,55.263431,Café
AL BADA',25.225314485137428,55.26876791959561,Café Belge,25.21206233513708,55.279914016040415,Belgian Restaurant
AL BADA',25.225314485137428,55.26876791959561,The H Hotel فندق ذا إتش,25.229934517248477,55.28694812981674,Hotel
AL BADA',25.225314485137428,55.26876791959561,Sarabeth’s,25.207246245417043,55.26543707016523,Breakfast Spot
AL BADA',25.225314485137428,55.26876791959561,Mattel Play Town,25.207725,55.26231,Indoor Play Area
AL BADA',25.225314485137428,55.26876791959561,Tasca,25.2168344,55.2503397,Portuguese Restaurant
AL BADA',25.225314485137428,55.26876791959561,SEPHORA,25.20977711834644,55.260496656833325,Cosmetics Shop
AL BADA',25.225314485137428,55.26876791959561,"The Ritz-Carlton Spa, The Ritz-Carlton DIFC",25.213191682390363,55.27941404137224,Spa
AL BADA',25.225314485137428,55.26876791959561,Physique 57,25.211300685469954,55.25766563854987,Gym / Fitness Center
AL BADA',25.225314485137428,55.26876791959561,Mercato Mall (مركز ميركاتو),25.216469529211064,55.25288477713316,Shopping Mall
AL BADA',25.225314485137428,55.26876791959561,Highest View Dubai,25.212417,55.277133,Lounge
AL BADA',25.225314485137428,55.26876791959561,London Dairy Bistro - DIFC,25.214008,55.28029,Coffee Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Waterfront Market,25.291492,55.323512,Market
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Miyako 京,25.27892457352651,55.30434348502525,Japanese Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Delhi Restaurant,25.276133142396343,55.31080898159451,Asian Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,السوق الشعبي Al Souq Al Shabi,25.274459000846793,55.310382849584514,Women's Store
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Arbil Iraqi Restaurant (مطعم أربيل العراقي),25.27414580887605,55.32255775161233,Iraqi Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Fresh Fish,25.27402001721152,55.32307307837014,African Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,The Kitchen,25.279046596562864,55.30426688357944,Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Dawaar,25.279110643281175,55.304414008680666,Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Habib Bakery,25.2811237096868,55.33277444336266,Bakery
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Asiana Hotel,25.26969099782653,55.3250134967225,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Club Olympus,25.278361850771763,55.30443792021338,Gym
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Murar,25.277205593430462,55.31226738580053,Women's Store
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Hyatt Regency Dubai (حياة ريجنسي),25.279240004621297,55.304363838867104,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Karachi Darbar,25.274899253766026,55.3060497340456,Asian Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Swissotel Al Ghurair,25.269312510568447,55.317219372439375,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Yakitate Japanese Boutique Cafe,25.268362538422952,55.31812251860403,Café
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Rippling Acres Live Seafood Trading,25.293038,55.324,Fishing Store
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Bestoon Samad (بيستون صمد),25.268597570657008,55.31780309611128,Middle Eastern Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Aroos Damascus Restaurant (مطعم عروس دمشق),25.26808026689302,55.32121239349959,Syrian Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Hayatt Regency (Lobby),25.278988122025776,55.30927050652546,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Starbucks (ستاربكس),25.267,55.3171,Coffee Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Manila Grill,25.27021320540967,55.3252628816379,BBQ Joint
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Caribou Coffee,25.264900097841252,55.32094192059032,Coffee Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,KFC,25.280600335645786,55.31336356760661,Fried Chicken Joint
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Lamesa,25.26976309104352,55.325086385144864,Asian Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Paul,25.26885270294147,55.317627561167896,Café
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Samad Iraqi Restaurant (مطعم صمد العراقي),25.26777347517652,55.32173365280629,Iraqi Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,아리랑 Shogun Korean/Japanese/Thai Restaurant,25.266857887439183,55.31717458896203,Korean Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Pappa Roti,25.269737704393982,55.31729125058426,Coffee Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,أرض الزعفران,25.269840121497666,55.29789951047221,Flower Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Brands For Less,25.267621080055566,55.322243672351085,Department Store
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Starbucks,25.264496,55.3039892,Coffee Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Minato,25.265594516262556,55.30976100870361,Japanese Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Denny's (دينيز),25.26663193890626,55.3178698340255,Breakfast Spot
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Fitness Time (وقت اللياقة),25.28907669394844,55.34791291248384,Gym
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Cinnabon,25.26714955466534,55.31842397011351,Coffee Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Ghurair Centre (مركز الغرير),25.267314276396355,55.31724572181702,Shopping Mall
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Carlifornia Hotel,25.27250517915492,55.31002646626852,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Safadi (الصفدي),25.263109822359922,55.325135342121136,Middle Eastern Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Seef,25.2616508592383,55.30844975772289,Plaza
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Kebab Erbil Iraqi Restaurant (كباب إربيل العراقي),25.262109518505753,55.326789432386065,Kurdish Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Shabestan (Shabestan مطعم شبستان الإيراني),25.26530264070335,55.30969604182074,Persian Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Pizza Hutt Deira,25.277887738676824,55.30761821754661,Pizza Place
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Hyatt Regency Swimming Pool,25.279205206929056,55.30438482630902,Pool
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Gold's Gym,25.282698451632612,55.34101861314806,Gym
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Bait al Mandi (بيت المندي),25.26480129474293,55.327605107119695,Middle Eastern Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Dunkin' Donuts دانكن دونتس,25.265867690369433,55.31879309707697,Donut Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,McDonald's (ماكدونالدز),25.26865338298661,55.30660225085373,Fast Food Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Union Co-Operative Society,25.282769326890353,55.3408959087616,Department Store
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Sheraton Dubai Creek Hotel & Towers,25.261501,55.313717,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,table 9 by Nick and Scott,25.259971786695104,55.31813441761845,Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Arabian Tea House Cafe (كافية بيت الشاي العربي),25.26339894786175,55.29969492240867,Tea Room
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Bandar Arjaan by Rotana,25.25919667337222,55.31915221586315,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Hyatt Place Dubai Baniyas Square,25.268612627364046,55.30532437245766,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Best Western Plus Pearl Creek,25.2677858,55.3046898,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Baskin-Robbins,25.264449733427632,55.29999433928479,Ice Cream Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Sharzad,25.279017083743362,55.304248941885,Middle Eastern Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Fahidi Historical Neighbourhood (حي الفهيدي التاريخي),25.26391993791449,55.29988095807353,Historic Site
CORNICHE DEIRA,25.287165198538126,55.31795849261025,YAS Island,25.262852917642544,55.32341884932454,Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Chinese Red House,25.266292439324413,55.31275841598313,Chinese Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Royal Club Lounge,25.264679758633125,55.31072701383797,Lounge
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Patchi,25.264888173393274,55.32732719402828,Chocolate Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Sheikh Mohamed Centre For Cultural Understanding (SMCCU) مركز الشيخ محمد للتواصل الحضاري,25.26409136126746,55.300794815804075,Historic Site
CORNICHE DEIRA,25.287165198538126,55.31795849261025,WESTZONE Supermarket,25.266476021918816,55.32409452886994,Supermarket
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Choc & Nuts,25.2674465921918,55.30748010201969,Snack Place
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Coffee Museum,25.263667,55.299817,Museum
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Sikka Art Fair,25.26400070223387,55.30002673394393,Art Gallery
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Women's Museum,25.27178414759391,55.2987201590016,Art Gallery
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Marriott Executive Apartments Dubai Creek,25.2583654,55.324195,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Gold's Gym,25.270275851241035,55.322422531314665,Gym
CORNICHE DEIRA,25.287165198538126,55.31795849261025,AL Shami Restaurant,25.26499120963697,55.32738462993686,Middle Eastern Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Doors,25.25694379361336,55.31220755717852,Turkish Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,كوخ الشاي,25.29593478695636,55.33149870376448,Tea Room
CORNICHE DEIRA,25.287165198538126,55.31795849261025,The Premiere,25.27873728018728,55.30496611787,Nightclub
CORNICHE DEIRA,25.287165198538126,55.31795849261025,MAKE Art Cafe,25.263959983365233,55.299542246527054,Café
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Ice Rink - Hyatt Regency Dubai,25.27846648406317,55.304551307408914,Skating Rink
CORNICHE DEIRA,25.287165198538126,55.31795849261025,"Radisson Blu Hotel, Dubai Deira Creek",25.2648063,55.3108973,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Seef Hotel by Jumeirah,25.263772860591747,55.30524551868438,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,XVA Cafe,25.264023755477815,55.29970789562768,Café
CORNICHE DEIRA,25.287165198538126,55.31795849261025,The China Club,25.265314510210462,55.309711329073835,Dim Sum Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Crowne Plaza Dubai,25.2706957,55.3269599,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,"Jacky's Electronics, Nasr Square",25.268901397771483,55.30422989686939,Electronics Store
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Bateaux Dubai #BateauxDubai,25.257903510021457,55.31237538339052,Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Emirates NBD Head Office,25.26073954778198,55.31442773999856,Bank
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Canopy by Hilton Dubai Al Seef,25.25615976464009,55.311940369955174,Hotel
CORNICHE DEIRA,25.287165198538126,55.31795849261025,مطعم بحر الامارات Emirates Seafood Restaurant,25.280417595338147,55.35147037290981,Seafood Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Golden Fork,25.268644765926155,55.3070080665351,Asian Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,AMIT Garmin أميت. وكيل جارمن,25.266268166112425,55.2951460757082,Electronics Store
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Gold Centre,25.271120112581745,55.29770960759283,Shopping Mall
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Al Fakher For Shisha,25.278683354927242,55.311393353783764,Smoke Shop
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Carrefour,25.2687146999878,55.31930657973995,Supermarket
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Baran Restaurant,25.258902357610072,55.32295389502173,Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Arman Cafe,25.26017543018353,55.32116148637753,Middle Eastern Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Yum!,25.265270152682003,55.30976460162939,Asian Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Creekside Restaurant,25.26093995043951,55.314287720994336,Japanese Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Sul Fiume Al Seef,25.262957,55.307083,Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Alamoor Resturant مطعم الأمور,25.282708872464145,55.351559576795204,Middle Eastern Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Jafer Biman Ali Juices جعفر بيمان علي,25.26774600903241,55.297645758887846,Juice Bar
CORNICHE DEIRA,25.287165198538126,55.31795849261025,IILA,25.259116917622592,55.31028933048852,Lebanese Restaurant
CORNICHE DEIRA,25.287165198538126,55.31795849261025,Shiraz Nights Restaurant,25.268046628484253,55.30503804828306,Middle Eastern Restaurant
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Farmers Coffee,25.221468284408516,55.504400670178576,Coffee Shop
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,The Dark Street خط الظلام,25.248893375385254,55.517034218487105,Campground
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Xo Coffee Boutique,25.22130259010663,55.504613162983915,Coffee Shop
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,AttraFit,25.256427318478078,55.51590706894342,Gym / Fitness Center
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Emirates Sports Centre - GYM,25.249260079207804,55.53537396653386,Gym
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Baar AlKhawaneej (بر الخوانيج),25.25161692697815,55.5133212644161,Campground
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,A'zawaak,25.232116668338286,55.50321121728547,Burger Joint
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,iBurger,25.20905985766561,55.5081415550377,Burger Joint
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Al Afwaj Restaurant,25.220418201831105,55.50485584726163,Restaurant
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,مطعم الكوت الكويتي,25.254570061727456,55.520400538658365,Restaurant
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,مطعم محلي,25.221204768854268,55.50442921543592,Coffee Shop
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Happy Home Cafeteria كافتيريا البيت السعيد,25.22315820785917,55.505131895182,Cafeteria
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Weld Alfegir Grocery,25.232047,55.502998,Grocery Store
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,بَر الْخُوَانِيج,25.244603,55.532475,Tourist Information Center
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,The Point Dune عرقوب النقطة,25.234358541833554,55.5432025444272,Mountain
AL KHWANEEJ SECOND,25.230697292837977,55.52122196129359,Seekh Kabab Restaurant مطعم سيخ كباب,25.200201,55.519778,Kebab Restaurant
AL SAFA FIRST,25.17569041910985,55.238309272451104,Olioli,25.1707849873749,55.24315851855574,Indoor Play Area
AL SAFA FIRST,25.17569041910985,55.238309272451104,Organic Foods & Cafe (متجر ومقهى أورجانيك),25.171361166195076,55.242280176452184,Health Food Store
AL SAFA FIRST,25.17569041910985,55.238309272451104,Hadoota Masreya Restaurant & Cafe (مطعم و مقهى حدوتة مصرية),25.177443,55.245974,Egyptian Restaurant
AL SAFA FIRST,25.17569041910985,55.238309272451104,Sea World,25.177969686127682,55.24623807058497,Seafood Restaurant
AL SAFA FIRST,25.17569041910985,55.238309272451104,Yamanote Atelier,25.185413982771205,55.23883347390296,Café
AL SAFA FIRST,25.17569041910985,55.238309272451104,Vibe Cafe,25.1857092766912,55.23883164789264,Café
AL SAFA FIRST,25.17569041910985,55.238309272451104,Legend Beauty & Spa Centre,25.18526402676834,55.23867062936211,Salon / Barbershop
AL SAFA FIRST,25.17569041910985,55.238309272451104,Spinneys (سبينيس),25.168693751460392,55.22833196602262,Supermarket
AL SAFA FIRST,25.17569041910985,55.238309272451104,Al Reef Bakery,25.184977652665197,55.238407396266076,Bakery
AL SAFA FIRST,25.17569041910985,55.238309272451104,Fitness First,25.16963679162246,55.2417111722045,Gym / Fitness Center
AL SAFA FIRST,25.17569041910985,55.238309272451104,Sunset Beach,25.18484395673391,55.22444534874443,Beach
AL SAFA FIRST,25.17569041910985,55.238309272451104,dip 'n dip,25.186093860369528,55.2290102184859,Dessert Shop
AL SAFA FIRST,25.17569041910985,55.238309272451104,Barakat Fresh & Easy,25.181095583430483,55.22462174492856,Juice Bar
AL SAFA FIRST,25.17569041910985,55.238309272451104,Relax Center,25.170878723039255,55.22540653312945,Massage Studio
AL SAFA FIRST,25.17569041910985,55.238309272451104,Safa Park (حديقة الصفا),25.185952102051797,55.245909690856934,Park
