Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
4edb858b77c8274efe75bde5,Dubai Media City Asylum,25.09720590145557,55.15658406723589,Hospital
51ae3590498e8a3e50940256,مستشفى القرهود الخاص,25.141299066876563,55.331347253425854,Hospital
5097c14fe4b0625eb931ee46,Al Zahra Hospital,25.059395255329708,55.280057733850576,Hospital
5f254185e8a8df596bd77690,DPI Testing Tent,24.895671,54.935168000000004,Hospital
4febef8de4b096851f6b6a31,Hatta Hospital,24.80022789883089,56.127604222789905,Hospital
4d96de13daec224b1dc2213e,Emirates Hospital,25.085691463871946,55.14197276742152,Hospital
54906d9d498e23bc5fc238ab,NMC hospital DIP,25.00284425147377,55.153880184168635,Hospital
510d2d70e4b0f2f1a4117a4f,"Medcare Medical Centre, Jumeirah Beach Residence",25.080397270379294,55.137569926656745,Hospital
503cc1fde4b08a79e9388927,iCARE Clinics,25.05021733355282,55.13271779606271,Hospital
4cdadf2fa1bba35d295691e5,Cedars Jabel Ali International Hospital,25.044659369722012,55.13932133546422,Hospital
4d231837b69c6dcb990b8895,Aster Medical Center,25.04715896141221,55.13022669510745,Hospital
4d14ee216c8b548169f2dacc,Cedars Jebel Ali Hospital,25.02053899448195,55.08030393571928,Hospital
51dcfc9a498ec699362742d6,Cedars-Jebel Ali International Hospital,25.015637594525995,55.087742624890936,Hospital
5c8b4758f4b525002cee8be4,Alqudra Dha Clinic,24.842335000000002,55.328217,Hospital
5fe715673850f773449aab68,Neuro Spinal Hospital (Main Branch),25.075684,55.246173999999996,Hospital
5a856226cbcdee35fe30b636,ENT Unit NMC Hospital DIP,25.002969,55.154121999999994,Hospital
